1717978500000,69535.84000000,69539.34000000,69512.00000000,69534.89000000,49.23942000,1717978799999,3423199.12336000,3291,23.87389000,1659646.59422820,0
1717978800000,69534.89000000,69543.83000000,69482.30000000,69511.99000000,58.19997000,1717979099999,4045883.25176990,2877,29.49573000,2050613.83582280,0
1717979100000,69512.00000000,69522.74000000,69500.00000000,69500.00000000,21.10999000,1717979399999,1467374.62298990,1154,9.71093000,675009.61292560,0
1717979400000,69500.01000000,69515.00000000,69479.93000000,69514.88000000,50.02571000,1717979699999,3476367.74737320,2004,27.14181000,1886216.65132640,0
1717979700000,69514.89000000,69514.89000000,69514.88000000,69514.88000000,8.37095000,1717979999999,581905.64146650,782,5.67305000,394361.44671450,0
1717980000000,69514.89000000,69514.89000000,69490.00000000,69490.00000000,14.60677000,1717980299999,1015237.87521690,1168,4.84338000,336662.47799100,0
1717980300000,69490.01000000,69490.01000000,69436.01000000,69441.99000000,38.04358000,1717980599999,2642822.38318390,2531,17.79170000,1236001.08919140,0
1717980600000,69442.00000000,69480.51000000,69426.00000000,69480.50000000,27.20751000,1717980899999,1889371.42892750,2097,16.87691000,1172038.66528350,0
1717980900000,69480.50000000,69560.00000000,69480.50000000,69559.99000000,40.45220000,1717981199999,2812153.20483280,3728,29.57278000,2055909.17659380,0
1717981200000,69559.99000000,69599.88000000,69559.99000000,69582.81000000,25.79074000,1717981499999,1794450.15673530,3012,19.28875000,1341961.37493060,0
1717981500000,69582.81000000,69582.82000000,69516.00000000,69540.00000000,29.18356000,1717981799999,2029840.17036070,3033,11.59851000,806556.00280850,0
1717981800000,69539.99000000,69582.82000000,69539.99000000,69575.73000000,17.37407000,1717982099999,1208661.90510810,3316,13.19232000,917703.15181510,0
1717982100000,69575.72000000,69603.60000000,69564.00000000,69603.59000000,21.99951000,1717982399999,1530694.58718500,2038,13.54169000,942217.66127940,0
1717982400000,69603.59000000,69603.60000000,69550.00000000,69550.01000000,19.94108000,1717982699999,1387392.75963420,2214,7.01925000,488321.21284940,0
1717982700000,69550.02000000,69578.85000000,69542.51000000,69578.84000000,13.10912000,1717982999999,911776.25580430,1074,8.90889000,619645.18784010,0
1717983000000,69578.85000000,69627.95000000,69565.45000000,69627.31000000,61.84392000,1717983299999,4304293.89952470,2835,56.39000000,3924756.53272130,0
1717983300000,69627.31000000,69628.95000000,69590.50000000,69628.01000000,37.08578000,1717983599999,2581626.56343450,2395,21.82704000,1519359.55600140,0
1717983600000,69628.00000000,69683.52000000,69628.00000000,69675.36000000,93.59671000,1717983899999,6519921.04293510,4369,71.93686000,5011044.69678890,0
1717983900000,69675.36000000,69686.42000000,69653.50000000,69675.73000000,76.00328000,1717984199999,5295013.27818400,3697,49.56729000,3453273.73321330,0
1717984200000,69675.73000000,69675.74000000,69650.50000000,69656.01000000,51.71562000,1717984499999,3602739.75268280,5960,23.32421000,1624864.65335870,0
1717984500000,69656.00000000,69656.01000000,69625.51000000,69625.52000000,27.50194000,1717984799999,1915145.94887920,1716,11.60776000,808308.11246490,0
1717984800000,69625.52000000,69626.87000000,69608.40000000,69625.60000000,42.82066000,1717985099999,2981114.70601120,2404,34.18384000,2379807.92865780,0
1717985100000,69625.59000000,69691.99000000,69625.59000000,69670.01000000,63.50096000,1717985399999,4423942.80824290,2130,50.38090000,3509787.68542660,0
1717985400000,69670.00000000,69697.66000000,69667.07000000,69697.66000000,88.00725000,1717985699999,6132343.70436810,1604,56.49948000,3936917.35581370,0
1717985700000,69697.66000000,69779.21000000,69697.65000000,69754.34000000,98.51020000,1717985999999,6871140.45068130,3615,73.04052000,5094139.65940760,0
1717986000000,69754.34000000,69774.92000000,69754.34000000,69774.91000000,38.74250000,1717986299999,2702600.45824100,2375,29.55253000,2061553.71435810,0
1717986300000,69774.91000000,69790.00000000,69756.00000000,69772.00000000,66.65667000,1717986599999,4650920.36939430,1806,44.71358000,3119773.68560530,0
1717986600000,69772.01000000,69790.00000000,69772.00000000,69780.01000000,43.07497000,1717986899999,3005766.48040540,1726,29.54201000,2061428.23014790,0
1717986900000,69780.01000000,69801.34000000,69766.09000000,69766.09000000,69.51958000,1717987199999,4851361.21258290,2587,53.34445000,3722610.79603060,0
1717987200000,69766.10000000,69792.00000000,69747.94000000,69772.93000000,97.36396000,1717987499999,6792822.53205030,2364,60.79167000,4241275.75577910,0
1717987500000,69772.93000000,69772.93000000,69730.00000000,69730.25000000,35.95376000,1717987799999,2507967.56713620,2093,6.12196000,427005.73132890,0
1717987800000,69730.24000000,69751.16000000,69721.42000000,69721.42000000,25.15743000,1717988099999,1754219.10981020,1824,14.05239000,979835.01441180,0
1717988100000,69721.42000000,69724.93000000,69700.00000000,69716.00000000,54.04326000,1717988399999,3767695.26045550,1795,25.40805000,1771328.90194220,0
1717988400000,69716.01000000,69716.01000000,69667.45000000,69699.79000000,60.06653000,1717988699999,4186031.52889510,2037,17.66899000,1231303.93234050,0
1717988700000,69699.80000000,69699.80000000,69688.11000000,69688.12000000,8.38803000,1717988999999,584605.85020980,1202,3.05943000,213225.93082600,0
1717989000000,69688.12000000,69715.01000000,69688.00000000,69715.01000000,27.78839000,1717989299999,1936663.25319480,2732,23.23988000,1619674.15991720,0
1717989300000,69715.01000000,69715.01000000,69703.36000000,69711.41000000,12.44074000,1717989599999,867225.76080520,1187,5.73719000,399917.65409790,0
1717989600000,69711.41000000,69767.41000000,69711.40000000,69763.38000000,41.77359000,1717989899999,2913662.79542710,5326,33.45453000,2333334.43927910,0
1717989900000,69763.38000000,69763.39000000,69742.04000000,69742.05000000,15.07776000,1717990199999,1051711.13425110,1191,5.61905000,391916.47583360,0
1717990200000,69742.04000000,69744.66000000,69710.00000000,69710.00000000,21.91194000,1717990499999,1527995.24368080,3501,11.34747000,791335.98434850,0
1717990500000,69710.01000000,69724.80000000,69699.76000000,69699.76000000,27.38419000,1717990799999,1908994.78929820,2152,9.35979000,652474.70342120,0
1717990800000,69699.76000000,69706.34000000,69694.98000000,69694.98000000,17.87482000,1717991099999,1245877.87713170,1531,5.73040000,399410.52602600,0
1717991100000,69694.98000000,69694.99000000,69574.80000000,69574.80000000,46.19103000,1717991399999,3217136.84196500,4724,10.26241000,714824.04965900,0
1717991400000,69574.80000000,69619.60000000,69574.80000000,69614.06000000,46.70002000,1717991699999,3250533.85100650,4692,25.92772000,1804607.78168450,0
1717991700000,69614.06000000,69614.06000000,69613.19000000,69613.20000000,11.35485000,1717991999999,790447.44985960,1200,2.52454000,175741.30792800,0
1717992000000,69613.20000000,69638.27000000,69603.70000000,69603.71000000,36.07522000,1717992299999,2511397.69643620,7152,20.90870000,1455474.01803280,0
1717992300000,69603.71000000,69608.00000000,69562.62000000,69600.00000000,24.42927000,1717992599999,1699809.93619320,2765,12.50197000,869834.08541270,0
1717992600000,69600.00000000,69600.01000000,69573.20000000,69573.21000000,15.91607000,1717992899999,1107515.92835820,3177,3.52761000,245454.13738100,0
1717992900000,69573.21000000,69592.06000000,69530.95000000,69587.88000000,64.96368000,1717993199999,4518584.23177620,5927,14.52430000,1010284.32044110,0
1717993200000,69587.89000000,69604.02000000,69587.88000000,69598.89000000,15.79356000,1717993499999,1099171.75470030,1558,9.87785000,687448.33912360,0
1717993500000,69598.89000000,69630.00000000,69598.88000000,69629.99000000,23.52152000,1717993799999,1637429.09720590,1461,13.15383000,915712.12721950,0
1717993800000,69630.00000000,69677.50000000,69629.99000000,69677.50000000,29.99256000,1717994099999,2089397.06706040,3805,20.81608000,1450071.61907550,0
1717994100000,69677.50000000,69677.50000000,69674.32000000,69674.33000000,10.58476000,1717994399999,737491.69644750,1232,3.66371000,255266.78108660,0
1717994400000,69674.33000000,69674.33000000,69646.90000000,69657.75000000,24.20367000,1717994699999,1685888.22720820,1424,8.79354000,612470.00847340,0
1717994700000,69657.75000000,69657.75000000,69644.00000000,69644.60000000,19.14886000,1717994999999,1333747.56480690,1549,6.62160000,461178.00488470,0
1717995000000,69644.61000000,69669.03000000,69644.60000000,69669.03000000,11.56084000,1717995299999,805267.30186320,1797,9.18675000,639900.34098470,0
1717995300000,69669.03000000,69674.33000000,69669.02000000,69674.33000000,10.43823000,1717995599999,727242.10158640,1644,8.11178000,565151.08062540,0
1717995600000,69674.33000000,69674.33000000,69630.90000000,69631.41000000,31.79299000,1717995899999,2214414.38228530,1735,5.41546000,377228.65767250,0
1717995900000,69631.42000000,69631.42000000,69620.21000000,69627.39000000,28.24827000,1717996199999,1966763.69534290,3444,14.91447000,1038383.10309280,0
1717996200000,69627.40000000,69627.40000000,69620.00000000,69620.00000000,20.25772000,1717996499999,1410418.32772300,2615,7.74237000,539037.60388920,0
1717996500000,69620.00000000,69620.01000000,69596.84000000,69611.25000000,26.01042000,1717996799999,1810366.07120760,1844,9.41492000,655287.21482150,0
1717996800000,69611.26000000,69611.26000000,69581.93000000,69581.93000000,23.43628000,1717997099999,1631093.76883360,1912,6.24645000,434719.16320400,0
1717997100000,69581.94000000,69581.94000000,69550.80000000,69550.80000000,24.90075000,1717997399999,1732412.19685570,1253,3.66148000,254733.34017710,0
1717997400000,69550.81000000,69594.00000000,69547.55000000,69593.99000000,18.26059000,1717997699999,1270368.20642940,1878,14.20157000,987976.68775250,0
1717997700000,69593.99000000,69594.00000000,69580.38000000,69580.38000000,9.69058000,1717997999999,674363.43290770,1317,2.77150000,192858.88098680,0
1717998000000,69580.39000000,69580.39000000,69577.89000000,69577.89000000,13.07388000,1717998299999,909684.67307430,1627,2.26084000,157310.11371370,0
1717998300000,69577.89000000,69577.90000000,69530.00000000,69538.70000000,55.13367000,1717998599999,3834640.47659020,3268,26.33453000,1831569.20509360,0
1717998600000,69538.70000000,69561.84000000,69530.07000000,69547.99000000,49.83094000,1717998899999,3465541.82901130,1937,40.03620000,2784343.98231640,0
1717998900000,69547.98000000,69580.48000000,69547.98000000,69580.48000000,38.13683000,1717999199999,2652714.52214000,1978,34.22252000,2380463.62749860,0
1717999200000,69580.47000000,69580.48000000,69513.51000000,69534.49000000,56.16125000,1717999499999,3905499.07999260,4286,31.20341000,2169699.74097060,0
1717999500000,69534.48000000,69534.49000000,69493.72000000,69518.96000000,78.28463000,1717999799999,5441779.44202000,2578,44.13470000,3067888.97035430,0
1717999800000,69518.96000000,69578.17000000,69512.00000000,69578.16000000,83.09955000,1718000099999,5778897.84352740,2045,58.67002000,4080124.88531430,0
1718000100000,69578.17000000,69585.00000000,69528.15000000,69584.99000000,67.03833000,1718000399999,4662868.41536650,2819,37.47460000,2606499.30964470,0
1718000400000,69585.00000000,69618.76000000,69582.21000000,69592.61000000,79.67548000,1718000699999,5545152.94116420,1900,62.33962000,4338545.98398080,0
1718000700000,69592.60000000,69618.10000000,69568.65000000,69568.66000000,49.89525000,1718000999999,3472570.63466110,2888,18.69618000,1301087.53068410,0
1718001000000,69568.65000000,69584.41000000,69471.93000000,69471.94000000,51.93691000,1718001299999,3611326.85521980,4395,12.95121000,900773.24535850,0
1718001300000,69471.93000000,69559.64000000,69467.38000000,69487.39000000,54.63893000,1718001599999,3797771.95375870,3015,27.92047000,1940577.27884620,0
1718001600000,69487.39000000,69516.00000000,69476.42000000,69505.59000000,41.39417000,1718001899999,2877103.13238090,1701,19.71459000,1370293.99850890,0
1718001900000,69505.59000000,69505.60000000,69301.00000000,69439.95000000,143.21228000,1718002199999,9940734.35694350,6819,35.42043000,2458213.80111130,0
1718002200000,69439.94000000,69477.20000000,69394.80000000,69470.00000000,64.32760000,1718002499999,4466833.50047200,2738,32.58930000,2262715.19487860,0
1718002500000,69469.99000000,69470.00000000,69420.00000000,69429.87000000,32.43994000,1718002799999,2252583.83542570,1834,7.48233000,519563.63826250,0
1718002800000,69429.87000000,69447.11000000,69405.20000000,69405.22000000,50.11518000,1718003099999,3479151.38342160,2933,19.47934000,1352345.79685570,0
1718003100000,69405.22000000,69415.23000000,69336.59000000,69386.03000000,85.24818000,1718003399999,5913699.55524600,5601,29.14941000,2022000.79352590,0
1718003400000,69386.04000000,69406.76000000,69370.00000000,69406.75000000,58.00804000,1718003699999,4024983.12384910,3545,15.16586000,1052308.82292740,0
1718003700000,69406.76000000,69500.00000000,69406.76000000,69466.72000000,58.34633000,1718003999999,4052840.63744200,2546,27.54461000,1913164.69670660,0
1718004000000,69466.73000000,69466.73000000,69448.85000000,69463.07000000,28.81845000,1718004299999,2001695.14811530,1977,12.61530000,876223.33235680,0
1718004300000,69463.07000000,69478.15000000,69460.49000000,69460.49000000,18.00537000,1718004599999,1250857.43923410,2489,2.75731000,191545.27557990,0
1718004600000,69460.49000000,69467.99000000,69406.18000000,69415.28000000,35.56556000,1718004899999,2469732.94230950,3063,7.76889000,539496.36302380,0
1718004900000,69415.29000000,69419.97000000,69379.15000000,69379.16000000,27.43523000,1718005199999,1903961.85102070,1705,13.28055000,921542.81814380,0
1718005200000,69379.16000000,69391.53000000,69323.40000000,69380.05000000,55.14609000,1718005499999,3825389.76790260,3009,26.33812000,1827050.66475390,0
1718005500000,69380.05000000,69380.05000000,69325.83000000,69336.54000000,61.16006000,1718005799999,4241061.04499250,4882,29.18567000,2023728.72368480,0
1718005800000,69336.54000000,69356.00000000,69297.74000000,69297.74000000,86.03703000,1718006099999,5964676.64931350,4635,20.14566000,1396662.26913880,0
1718006100000,69297.74000000,69331.64000000,69249.99000000,69303.99000000,120.46940000,1718006399999,8348503.17826930,6821,48.12358000,3335034.36151740,0
1718006400000,69304.00000000,69447.05000000,69279.35000000,69422.16000000,100.23941000,1718006699999,6951540.44759040,4414,49.97788000,3465723.37337930,0
1718006700000,69422.16000000,69443.59000000,69394.84000000,69394.84000000,59.24414000,1718006999999,4112576.41228670,2388,13.10756000,910030.07029500,0
1718007000000,69394.85000000,69420.00000000,69388.00000000,69420.00000000,30.78822000,1718007299999,2136726.85224950,2337,14.84681000,1030370.67325980,0
1718007300000,69419.99000000,69468.00000000,69419.99000000,69460.00000000,26.79619000,1718007599999,1860962.94970950,2712,12.01585000,834423.40241670,0
1718007600000,69459.99000000,69475.99000000,69429.99000000,69475.99000000,48.42986000,1718007899999,3363935.82608940,2800,24.09095000,1673417.51186420,0
1718007900000,69475.99000000,69484.39000000,69434.49000000,69464.78000000,46.19047000,1718008199999,3208316.39223110,2395,19.80103000,1375239.35209620,0
1718008200000,69464.79000000,69492.83000000,69464.78000000,69490.66000000,53.94040000,1718008499999,3747731.69542730,2079,23.73937000,1649448.51912990,0
1718008500000,69490.66000000,69494.99000000,69465.62000000,69471.00000000,33.57927000,1718008799999,2333216.47677720,1850,7.84589000,545132.06011120,0
1718008800000,69471.00000000,69484.73000000,69463.59000000,69484.73000000,13.55697000,1718009099999,941800.76810410,1228,7.12349000,494871.52653960,0
1718009100000,69484.73000000,69484.73000000,69460.00000000,69469.66000000,21.99594000,1718009399999,1528133.88855490,2060,4.26567000,296324.74346700,0
1718009400000,69469.65000000,69478.79000000,69449.41000000,69478.79000000,39.67761000,1718009699999,2756238.32790520,1579,15.95922000,1108642.28366670,0
1718009700000,69478.78000000,69478.79000000,69384.10000000,69387.50000000,70.19937000,1718009999999,4873886.75876930,2832,8.07290000,560454.24758880,0
1718010000000,69387.50000000,69411.99000000,69380.00000000,69411.98000000,31.57305000,1718010299999,2191024.27485070,2617,23.65689000,1641675.02887220,0
1718010300000,69411.98000000,69411.99000000,69335.13000000,69379.03000000,52.69265000,1718010599999,3655286.42423780,2918,24.13518000,1673910.50333230,0
1718010600000,69379.03000000,69436.30000000,69379.02000000,69420.80000000,36.28611000,1718010899999,2518745.74361930,2919,15.42853000,1070864.70993470,0
1718010900000,69420.79000000,69422.13000000,69393.80000000,69403.92000000,26.07537000,1718011199999,1809888.09380830,2283,11.96685000,830587.19229040,0
1718011200000,69403.93000000,69408.40000000,69310.00000000,69327.00000000,35.14173000,1718011499999,2437329.76627330,2347,8.46887000,587276.31678960,0
1718011500000,69327.01000000,69327.01000000,69276.93000000,69293.46000000,61.86775000,1718011799999,4287213.06803510,2972,13.42602000,930266.20513200,0
1718011800000,69293.47000000,69367.02000000,69172.29000000,69336.35000000,217.31999000,1718012099999,15048806.04922620,7366,100.83999000,6982484.42662030,0
1718012100000,69336.34000000,69356.00000000,69316.00000000,69331.13000000,52.49615000,1718012399999,3639968.62556090,2599,29.97936000,2078627.60892150,0
1718012400000,69331.13000000,69376.92000000,69331.12000000,69368.89000000,48.57613000,1718012699999,3369121.82349350,2892,21.55456000,1494989.32603750,0
1718012700000,69368.88000000,69439.99000000,69368.88000000,69436.70000000,80.85384000,1718012999999,5611459.89764560,3458,47.56231000,3300993.91439400,0
1718013000000,69436.71000000,69444.98000000,69410.00000000,69429.89000000,34.44066000,1718013299999,2391083.26943200,2358,21.96540000,1524938.54393400,0
1718013300000,69429.89000000,69474.39000000,69422.49000000,69449.99000000,85.24843000,1718013599999,5920289.46710170,3438,51.90117000,3604325.22718210,0
1718013600000,69450.00000000,69453.45000000,69372.00000000,69389.99000000,39.56071000,1718013899999,2746391.17322850,3084,12.26801000,851573.29917080,0
1718013900000,69389.99000000,69470.93000000,69389.99000000,69420.00000000,29.37496000,1718014199999,2039380.21405040,2440,16.00732000,1111252.86065140,0
1718014200000,69420.00000000,69439.38000000,69420.00000000,69423.40000000,37.63731000,1718014499999,2613245.22234720,1980,13.74211000,954105.43341680,0
1718014500000,69423.40000000,69470.47000000,69399.99000000,69415.91000000,107.28094000,1718014799999,7449177.11475220,2970,41.52676000,2883731.78510800,0
1718014800000,69415.91000000,69415.91000000,69390.80000000,69390.81000000,21.62119000,1718015099999,1500752.42842440,2570,6.77941000,470586.00278570,0
1718015100000,69390.80000000,69390.81000000,69360.40000000,69361.67000000,39.21033000,1718015399999,2720011.22878440,2285,21.42995000,1486474.77723560,0
1718015400000,69361.66000000,69390.00000000,69360.00000000,69373.54000000,30.18843000,1718015699999,2094269.08653670,4313,13.31740000,923871.32235850,0
1718015700000,69373.53000000,69402.70000000,69357.38000000,69357.39000000,26.71845000,1718015999999,1853791.16592770,3740,13.26309000,920213.62391860,0
1718016000000,69357.39000000,69377.94000000,69357.38000000,69377.93000000,19.88576000,1718016299999,1379487.13780950,1927,12.57019000,872000.80724030,0
